0.77875	-0.238623	-2.33469	-1.19824	-1.18657	1.51999	-2.23774	1.26873	0.898169	0.663067	
1.03847	0.771246	0.701326	-0.403703	-0.935332	0.945343	-0.223066	0.110844	-0.993924	-0.549316	
0.0163534	-0.0445682	0.203363	0.169667	0.105143	-0.246055	0.176048	0.0618507	0.0521666	0.267169	
-0.976883	-1.58775	0.0346334	-0.861627	0.140043	0.828654	0.146049	0.367855	-1.04756	-0.820956	
0.0151766	-0.0410585	0.184449	0.152527	0.0931813	-0.220259	0.157089	0.0560402	0.0474209	0.242277	
0.00589601	-0.0418988	0.191622	0.15714	0.106956	-0.23536	0.167181	0.0519108	0.0462924	0.251045	
2.75891	0.342228	-1.11996	-0.080961	-2.17631	-0.275627	1.19479	-0.464665	0.0151506	-0.593397	
-0.00948818	-0.0384015	0.196742	0.162078	0.131641	-0.255193	0.176575	0.0425969	0.0442235	0.261493	
0.00617423	-0.0382013	0.179793	0.148832	0.0993119	-0.221298	0.155927	0.0491359	0.0446777	0.237003	
-0.847788	-3.44294	-0.718567	-2.0428	-1.92403	2.85697	1.141	-0.702279	0.77826	-0.675735	
0.0109433	-0.0406622	0.191509	0.157446	0.100213	-0.232037	0.165535	0.0549646	0.0485481	0.253521	
0.0157652	-0.0377966	0.185045	0.147545	0.0902651	-0.218056	0.158376	0.0541902	0.0452068	0.238253	
-0.00445312	-0.0398591	0.169308	0.14607	0.104621	-0.21638	0.147994	0.0439849	0.0417485	0.228875	
0.00912487	-0.0396818	0.188743	0.160868	0.102008	-0.232593	0.162818	0.0547152	0.0487216	0.252196	
0.00451348	-0.0328524	0.172151	0.143329	0.0979994	-0.214052	0.149856	0.0457327	0.0427747	0.227244	
0.000124725	-0.0393987	0.188841	0.158187	0.111827	-0.236818	0.165836	0.0483666	0.0440588	0.247196	
0.0276427	-0.0429266	0.196686	0.157374	0.0878399	-0.225549	0.166671	0.0638991	0.0511286	0.252705	
0.0133532	-0.0401794	0.19295	0.15306	0.0983214	-0.228885	0.165957	0.0547693	0.045726	0.247684	
1.05907	0.793617	0.658512	-0.429016	-0.935319	0.912913	-0.272012	0.0897199	-0.987984	-0.570297	
0.02271	-0.0454014	0.210099	0.169839	0.0978393	-0.245804	0.179601	0.0653859	0.0526276	0.270989	
-0.0011217	-0.0320106	0.175477	0.138281	0.106135	-0.217886	0.154388	0.040394	0.0388236	0.226584	
0.00593396	-0.0410808	0.19071	0.149484	0.107756	-0.23169	0.165441	0.0487843	0.0446268	0.247846	
0.0023871	-0.039495	0.191927	0.150656	0.110039	-0.234306	0.166558	0.0472332	0.0438529	0.247451	
-0.00465747	-0.0414223	0.19415	0.161141	0.121495	-0.246799	0.171965	0.0460753	0.0440964	0.255273	
-0.00102797	-0.0388065	0.185645	0.153933	0.110459	-0.232119	0.161702	0.0471556	0.0440933	0.245118	
-0.917353	-1.62562	-0.709067	0.449074	1.2684	0.550502	-2.3116	-1.19434	-0.423699	0.847155	
-0.00584387	-0.036632	0.180069	0.147892	0.109068	-0.225353	0.158913	0.0430368	0.0388185	0.233856	
0.00968467	-0.0396533	0.191605	0.15685	0.104027	-0.23351	0.166308	0.0532385	0.047035	0.250776	
0.00722197	-0.0374043	0.179121	0.145224	0.0965448	-0.216877	0.154811	0.0488414	0.0434525	0.233567	
0.0189141	-0.0415741	0.202043	0.162536	0.0980312	-0.238237	0.172367	0.0611877	0.050582	0.261734	
0.0191669	-0.0431952	0.194708	0.150924	0.09204	-0.225221	0.166049	0.0581811	0.0473243	0.248773	
-1.63808	-1.06141	0.19197	-0.214657	-0.623247	0.294842	0.385605	-0.786474	-0.800595	-0.339449	
0.00383356	-0.0424172	0.19643	0.162177	0.115615	-0.24498	0.172189	0.0507187	0.0479079	0.260486	
0.0199687	-0.0416133	0.195589	0.159445	0.0886825	-0.228012	0.165731	0.061632	0.0487628	0.250917	
-0.00595714	-0.0370645	0.180207	0.15242	0.11416	-0.231441	0.159869	0.0440327	0.0422138	0.240503	
-0.00100121	-0.039711	0.192355	0.159562	0.115593	-0.241736	0.169334	0.0478219	0.0451686	0.252965	
0.0111212	-0.0427249	0.195732	0.162722	0.103999	-0.238986	0.16919	0.0564919	0.0486031	0.257895	
-0.00822321	-0.0353224	0.177161	0.146852	0.116735	-0.228386	0.157541	0.0389546	0.0417833	0.234991	
0.715088	0.0707646	-2.04705	-3.45635	1.55864	-0.639428	0.991731	-0.953608	-0.041284	-0.758076	
0.0212648	-0.0406153	0.188758	0.149801	0.0866823	-0.217981	0.159483	0.0593075	0.0485655	0.244535	
2.13981	1.25468	-0.708477	-1.65084	-0.359476	1.06363	1.25823	0.1022	0.874901	-0.99373	
0.00315987	-0.0367123	0.182094	0.148037	0.102066	-0.224004	0.159006	0.0475953	0.04262	0.235662	
0.00648001	-0.0355367	0.189182	0.153508	0.102552	-0.229282	0.164162	0.0512227	0.04431	0.244855	
-0.00913057	-0.0354389	0.184344	0.149568	0.120429	-0.235254	0.165377	0.0394023	0.0400669	0.239162	
0.00985506	-0.0431609	0.20438	0.16593	0.109723	-0.248003	0.177582	0.0566559	0.0486039	0.264814	
0.0089252	-0.0410304	0.204861	0.16751	0.113976	-0.251278	0.177885	0.0548574	0.0499587	0.2675	
0.515583	-4.62946	-1.57224	-0.505065	2.08594	-0.72426	-0.959512	-0.458018	1.01527	-1.42945	
0.00623306	-0.039265	0.199043	0.166953	0.112514	-0.247674	0.175343	0.0539573	0.0482803	0.261826	
0.00457211	-0.0339109	0.192121	0.152102	0.1053	-0.232964	0.167575	0.0482095	0.0422282	0.243846	
0.0112863	-0.0417703	0.190627	0.152766	0.100002	-0.229031	0.164762	0.05351	0.0455907	0.245698	
1.12877	-0.0816176	0.453715	0.826424	-0.549045	-0.659656	0.385332	0.985698	0.847198	1.71313	
-1.29213	-0.666409	-0.640551	-2.24951	0.951041	-0.0798761	0.541524	-0.0656183	-0.685077	-0.286441	
0.0124641	-0.0424199	0.193888	0.16359	0.0992136	-0.235383	0.167043	0.0583344	0.0486676	0.25464	
-0.732852	1.11691	0.624259	-1.69389	2.71979	0.876715	-0.943186	-1.50369	-2.12302	0.505783	
-0.00193344	-0.0405537	0.186553	0.155639	0.113267	-0.234242	0.16298	0.0475343	0.0448558	0.24673	
0.525225	-0.280938	-1.01763	-0.364124	-1.72203	0.335554	-0.548851	0.164099	-0.420648	0.200843	
-0.00279653	-0.0384298	0.186219	0.156015	0.113756	-0.236865	0.164759	0.0459586	0.0436847	0.245717	
1.00768	0.787257	0.620594	-0.42268	-0.96637	0.957451	-0.289926	0.0647834	-0.957176	-0.630275	
2.52693	-1.03635	0.12162	0.13149	-2.4542	-0.224818	0.682984	-0.334952	-0.842784	-0.00501496	
1.06031	0.82416	0.66494	-0.42292	-0.991349	0.98208	-0.26488	0.0863698	-0.978069	-0.598709	
0.0157419	-0.0413707	0.194929	0.158256	0.0974072	-0.231544	0.16728	0.0581043	0.0483537	0.253066	
-0.014127	-0.0398325	0.195574	0.164461	0.13436	-0.256743	0.175477	0.0416933	0.0439884	0.258837	
0.0201745	-0.0369858	0.204075	0.158896	0.0966775	-0.23756	0.176034	0.0593251	0.0480059	0.257541	
-0.236652	1.55114	-0.68867	0.287846	0.869003	0.180118	-1.3217	-0.574891	0.97061	-0.297738	
3.82837	0.294582	-0.49026	-0.154903	0.115974	1.16626	-0.015948	1.06656	0.525547	-1.6926	
0.0142509	-0.0397851	0.184748	0.153372	0.0945834	-0.222902	0.157087	0.0558325	0.0478981	0.244803	
-0.00365509	-0.0396695	0.19069	0.158722	0.116391	-0.239983	0.169086	0.0463482	0.0442096	0.250686	
0.00245892	-0.0426377	0.188452	0.157849	0.108312	-0.234634	0.163567	0.0507755	0.0467501	0.251451	
0.00830783	-0.0400848	0.19129	0.153144	0.103974	-0.231665	0.166177	0.0515636	0.0451594	0.248109	
0.598272	0.15838	-0.140225	-0.688188	0.475728	-0.300089	0.713166	-0.634535	-0.499489	-1.11413	
0.0119059	-0.0387909	0.177956	0.148299	0.0920694	-0.214081	0.15259	0.0521009	0.0445882	0.232675	
0.00775653	-0.0423251	0.199504	0.166655	0.11148	-0.247481	0.174146	0.0550546	0.0486543	0.26318	
0.0197868	-0.0397958	0.198299	0.152422	0.0935123	-0.227864	0.170341	0.0582191	0.0467481	0.249504	
0.00497823	-0.039482	0.188816	0.15274	0.105481	-0.231965	0.164874	0.0497859	0.0439728	0.243668	
0.00134682	-0.0428617	0.193531	0.164286	0.112012	-0.242077	0.168508	0.0512774	0.0469528	0.255887	
0.000663975	-0.038924	0.189078	0.156155	0.11343	-0.237246	0.165681	0.0472835	0.0448153	0.249198	
0.0131826	-0.0416875	0.200695	0.167626	0.107108	-0.244888	0.174083	0.0592364	0.0513112	0.266324	
0.00869972	-0.0428975	0.18948	0.160859	0.104252	-0.234158	0.164161	0.0545308	0.0487198	0.252581	
0.00149741	-0.0423714	0.202453	0.16192	0.117753	-0.249557	0.177357	0.0511574	0.0464519	0.263412	
0.00292917	-0.0404853	0.188408	0.155635	0.11011	-0.233925	0.163922	0.0490377	0.0468211	0.249464	
0.834969	-0.0622388	-2.73455	-0.249758	-0.137669	1.86611	1.49849	-0.0461791	-1.98849	0.166824	
-1.18425	-0.403659	0.26841	1.04579	0.475413	-0.921704	0.403665	-0.155974	-0.389123	0.327515	
0.00731206	-0.0390392	0.188758	0.162308	0.104723	-0.23444	0.163825	0.0536777	0.047358	0.249394	
0.00345684	-0.0422845	0.199991	0.164363	0.113521	-0.248111	0.174899	0.0522831	0.0455232	0.258474	
0.0245983	-0.0376581	0.196761	0.15822	0.088507	-0.229238	0.166605	0.0633826	0.0512224	0.255845	
0.0032285	-0.0397413	0.189118	0.150204	0.105913	-0.230099	0.164952	0.0473975	0.041735	0.240715	
0.0100412	-0.040764	0.204512	0.16374	0.107482	-0.244756	0.176907	0.0557673	0.0481789	0.262995	
-1.62432	-0.529599	-0.351772	-0.792063	0.834833	1.5364	0.280232	-0.529477	0.977461	-0.851717	
0.00820548	-0.0403739	0.192998	0.154403	0.106896	-0.23516	0.167264	0.0511842	0.0453344	0.249328	
-0.0667775	-0.352888	1.43671	-1.39176	-0.17275	0.213649	0.748845	-1.04634	-0.427541	-0.804902	
-0.93934	0.585955	0.0925193	-0.747351	0.780782	-0.650901	0.391749	-0.748357	-0.109955	-0.120495	
0.741643	0.337091	0.487517	1.38933	-0.887507	0.683045	-0.0800548	1.23599	0.936507	0.488629	
-0.00914801	-0.0366188	0.18305	0.149247	0.117198	-0.233723	0.162169	0.0402894	0.0406892	0.240636	
